# PVGIS-6 TMY data
# Location: 41.977N, 12.869E
# Elevation: 333m
# Source: PVGIS <https://joint-research-centre.ec.europa.eu/pvgis_en>
# Radiation database: PVGIS-SARAH2
# Nominal power of the PV system: 2000kW
# System losses: 12.0%
# Slope angle: 35 deg
# Azimuth angle: 0 deg (optimum)
#
time;P_Wh;G(i);H_sun;T2m;WS10m
2023-01-03T19:00:00;0.000;0.000;1;8.751;4.096
2023-01-03T20:00:00;0.000;0.000;0;9.828;2.637
2023-01-03T21:00:00;0.000;0.000;0;9.915;5.455
2023-01-03T22:00:00;0.000;0.000;0;7.948;9.148
2023-01-03T23:00:00;0.000;0.000;0;9.360;5.485
2023-01-04T00:00:00;0.000;0.000;0;14.832;3.855
2023-01-04T01:00:00;0.000;0.000;0;15.665;4.598
2023-01-04T02:00:00;0.000;0.000;0;10.221;10.990
2023-01-04T03:00:00;0.000;0.000;0;15.043;5.439
2023-01-04T04:00:00;0.000;0.000;0;15.601;5.561
2023-01-04T05:00:00;0.000;0.000;0;14.621;0.422
2023-01-04T06:00:00;0.000;0.000;0;11.997;4.039
2023-01-04T07:00:00;453129.815;514920.244;1;17.482;10.689
2023-01-04T08:00:00;896402.527;1018639.235;1;21.918;1.387
2023-01-04T09:00:00;1183155.063;1344494.390;1;21.281;3.537
2023-01-04T10:00:00;1538912.730;1748764.466;1;21.344;4.457
2023-01-04T11:00:00;1525316.599;1733314.317;1;23.240;1.182
2023-01-04T12:00:00;1761356.961;2001542.002;1;19.990;9.914
2023-01-04T13:00:00;1427982.577;1622707.474;1;16.781;1.634
2023-01-04T14:00:00;1693773.412;1924742.514;1;17.408;4.520
2023-01-04T15:00:00;1321834.268;1502084.396;1;13.303;4.107
2023-01-04T16:00:00;730513.289;830128.738;1;13.477;8.659
2023-01-04T17:00:00;691534.345;785834.483;1;18.466;5.255
2023-01-04T18:00:00;415768.867;472464.622;1;12.791;2.525
2023-01-04T19:00:00;0.000;0.000;1;11.648;6.688
2023-01-04T20:00:00;0.000;0.000;0;14.177;7.721
2023-01-04T21:00:00;0.000;0.000;0;12.257;4.241
2023-01-04T22:00:00;0.000;0.000;0;10.493;5.630
2023-01-04T23:00:00;0.000;0.000;0;12.223;1.595
2023-01-05T00:00:00;0.000;0.000;0;9.601;3.102
2023-01-05T01:00:00;0.000;0.000;0;12.718;4.463
2023-01-05T02:00:00;0.000;0.000;0;11.562;5.479
2023-01-05T03:00:00;0.000;0.000;0;13.907;4.956
2023-01-05T04:00:00;0.000;0.000;0;16.448;2.266
2023-01-05T05:00:00;0.000;0.000;0;14.762;1.685
2023-01-05T06:00:00;0.000;0.000;0;22.389;7.857
2023-01-05T07:00:00;392341.047;445842.099;1;18.358;4.559
2023-01-05T08:00:00;933702.045;1061025.052;1;21.161;3.510
2023-01-05T09:00:00;1044322.038;1186729.589;1;20.268;2.097
2023-01-05T10:00:00;1442059.899;1638704.430;1;20.077;5.543
2023-01-05T11:00:00;1031658.333;1172339.015;1;16.642;2.829
2023-01-05T12:00:00;1455668.173;1654168.379;1;19.063;5.846
2023-01-05T13:00:00;1173077.284;1333042.368;1;18.073;1.852
2023-01-05T14:00:00;1613667.545;1833713.119;1;20.846;1.417
2023-01-05T15:00:00;1479149.739;1680851.976;1;16.445;8.132
2023-01-05T16:00:00;1054269.526;1198033.552;1;11.509;5.680
2023-01-05T17:00:00;644042.360;731866.318;1;11.420;3.351
2023-01-05T18:00:00;349406.031;397052.309;1;15.869;2.892
2023-01-05T19:00:00;0.000;0.000;1;13.050;4.080
2023-01-05T20:00:00;0.000;0.000;0;8.884;3.663
2023-01-05T21:00:00;0.000;0.000;0;10.163;6.799
2023-01-05T22:00:00;0.000;0.000;0;13.234;5.102
2023-01-05T23:00:00;0.000;0.000;0;10.204;3.667
2023-01-06T00:00:00;0.000;0.000;0;8.195;5.519
2023-01-06T01:00:00;0.000;0.000;0;13.408;3.151
2023-01-06T02:00:00;0.000;0.000;0;12.970;3.559
2023-01-06T03:00:00;0.000;0.000;0;15.213;6.025
2023-01-06T04:00:00;0.000;0.000;0;16.019;3.038
2023-01-06T05:00:00;0.000;0.000;0;14.355;6.093
2023-01-06T06:00:00;0.000;0.000;0;16.196;3.739
2023-01-06T07:00:00;408018.540;463657.432;1;20.623;7.178
2023-01-06T08:00:00;747169.392;849056.127;1;18.895;2.087
2023-01-06T09:00:00;1314450.125;1493693.324;1;19.911;5.815
2023-01-06T10:00:00;1427156.398;1621768.634;1;22.841;4.972
2023-01-06T11:00:00;1075419.098;1222067.157;1;19.730;2.615
2023-01-06T12:00:00;1183354.250;1344720.738;1;22.014;2.861
2023-01-06T13:00:00;1391693.779;1581470.203;1;20.165;8.940
2023-01-06T14:00:00;1169011.027;1328421.621;1;18.103;3.113
2023-01-06T15:00:00;1096301.361;1245797.001;1;17.473;1.752
2023-01-06T16:00:00;1200131.556;1363785.859;1;14.532;7.711
2023-01-06T17:00:00;707541.077;804023.951;1;12.316;3.605
2023-01-06T18:00:00;337728.155;383781.994;1;12.495;8.544
2023-01-06T19:00:00;0.000;0.000;1;13.288;12.938
2023-01-06T20:00:00;0.000;0.000;0;11.585;0.227
2023-01-06T21:00:00;0.000;0.000;0;8.806;9.837
2023-01-06T22:00:00;0.000;0.000;0;9.816;5.411
2023-01-06T23:00:00;0.000;0.000;0;8.940;3.145
2023-01-07T00:00:00;0.000;0.000;0;7.681;5.912
2023-01-07T01:00:00;0.000;0.000;0;16.616;6.559
2023-01-07T02:00:00;0.000;0.000;0;15.011;1.517
2023-01-07T03:00:00;0.000;0.000;0;14.327;2.506
2023-01-07T04:00:00;0.000;0.000;0;14.793;1.831
2023-01-07T05:00:00;0.000;0.000;0;17.297;3.298
2023-01-07T06:00:00;0.000;0.000;0;17.280;2.853
2023-01-07T07:00:00;482839.329;548681.055;1;17.991;4.753
2023-01-07T08:00:00;572075.959;650086.317;1;19.770;6.821
2023-01-07T09:00:00;777198.800;883180.454;1;22.140;5.434
2023-01-07T10:00:00;1206171.750;1370649.716;1;16.866;1.094
2023-01-07T11:00:00;1227484.175;1394868.381;1;18.586;7.256
2023-01-07T12:00:00;1529557.119;1738133.089;1;17.058;1.470
2023-01-07T13:00:00;1226109.836;1393306.632;1;21.711;4.064
2023-01-07T14:00:00;1094566.528;1243825.601;1;20.993;3.556
2023-01-07T15:00:00;933506.961;1060803.365;1;17.010;5.588
2023-01-07T16:00:00;576255.035;654835.267;1;14.650;6.099
2023-01-07T17:00:00;514509.578;584669.975;1;10.165;1.933
2023-01-07T18:00:00;265236.570;301405.193;1;9.889;2.776
2023-01-07T19:00:00;0.000;0.000;1;10.374;3.154
2023-01-07T20:00:00;0.000;0.000;0;10.873;5.834
2023-01-07T21:00:00;0.000;0.000;0;11.557;4.351
2023-01-07T22:00:00;0.000;0.000;0;9.199;2.759
2023-01-07T23:00:00;0.000;0.000;0;13.344;7.934
2023-01-08T00:00:00;0.000;0.000;0;12.819;5.520
2023-01-08T01:00:00;0.000;0.000;0;11.083;2.447
2023-01-08T02:00:00;0.000;0.000;0;15.171;7.290
2023-01-08T03:00:00;0.000;0.000;0;12.931;2.494
2023-01-08T04:00:00;0.000;0.000;0;14.764;3.397
2023-01-08T05:00:00;0.000;0.000;0;15.335;8.240
2023-01-08T06:00:00;0.000;0.000;0;18.323;0.961
2023-01-08T07:00:00;229310.036;260579.586;1;15.654;2.329
2023-01-08T08:00:00;689829.819;783897.522;1;20.016;5.062
2023-01-08T09:00:00;909928.481;1034009.638;1;21.991;3.703
2023-01-08T10:00:00;1342275.550;1525313.125;1;23.577;7.706
2023-01-08T11:00:00;1323106.048;1503529.600;1;17.977;3.911
2023-01-08T12:00:00;1333150.793;1514944.083;1;20.745;7.083
2023-01-08T13:00:00;2011374.070;2285652.352;1;21.836;3.362
2023-01-08T14:00:00;1218058.599;1384157.499;1;16.144;6.429
2023-01-08T15:00:00;1360850.411;1546420.922;1;17.344;4.163
2023-01-08T16:00:00;1073791.549;1220217.670;1;15.499;2.214
2023-01-08T17:00:00;718084.853;816005.515;1;13.234;1.318
2023-01-08T18:00:00;450181.419;511569.794;1;9.673;2.713
2023-01-08T19:00:00;0.000;0.000;1;8.963;1.713
2023-01-08T20:00:00;0.000;0.000;0;11.540;3.563
2023-01-08T21:00:00;0.000;0.000;0;10.494;1.268
2023-01-08T22:00:00;0.000;0.000;0;7.468;7.149
2023-01-08T23:00:00;0.000;0.000;0;11.329;4.639
2023-01-09T00:00:00;0.000;0.000;0;11.287;2.453
2023-01-09T01:00:00;0.000;0.000;0;13.825;1.261
2023-01-09T02:00:00;0.000;0.000;0;15.189;7.233
2023-01-09T03:00:00;0.000;0.000;0;15.134;1.806
2023-01-09T04:00:00;0.000;0.000;0;12.774;2.458
2023-01-09T05:00:00;0.000;0.000;0;18.479;5.608
2023-01-09T06:00:00;0.000;0.000;0;15.387;3.606
2023-01-09T07:00:00;400343.408;454935.691;1;17.736;4.285
2023-01-09T08:00:00;651508.918;740351.043;1;22.429;1.114
2023-01-09T09:00:00;885832.191;1006627.489;1;21.896;3.189
2023-01-09T10:00:00;1239891.467;1408967.576;1;25.976;2.450
2023-01-09T11:00:00;1226682.838;1393957.770;1;19.818;6.064
2023-01-09T12:00:00;1577780.487;1792932.372;1;16.471;3.894
2023-01-09T13:00:00;802469.466;911897.120;1;19.270;3.539
2023-01-09T14:00:00;1312270.520;1491216.500;1;18.317;4.508
2023-01-09T15:00:00;822352.407;934491.372;1;15.772;6.554
2023-01-09T16:00:00;771941.372;877206.104;1;17.407;2.798
2023-01-09T17:00:00;730074.750;829630.397;1;13.371;10.423
2023-01-09T18:00:00;439557.721;499497.410;1;12.430;2.243
2023-01-09T19:00:00;0.000;0.000;1;11.295;2.533
2023-01-09T20:00:00;0.000;0.000;0;7.562;4.906
2023-01-09T21:00:00;0.000;0.000;0;9.567;4.773
2023-01-09T22:00:00;0.000;0.000;0;9.248;0.641
2023-01-09T23:00:00;0.000;0.000;0;9.590;3.897
2023-01-10T00:00:00;0.000;0.000;0;10.237;2.588
2023-01-10T01:00:00;0.000;0.000;0;10.468;4.587
2023-01-10T02:00:00;0.000;0.000;0;12.611;3.429
2023-01-10T03:00:00;0.000;0.000;0;12.815;0.298
2023-01-10T04:00:00;0.000;0.000;0;12.674;4.590
2023-01-10T05:00:00;0.000;0.000;0;17.787;1.501
2023-01-10T06:00:00;0.000;0.000;0;15.942;2.190
2023-01-10T07:00:00;351341.066;399251.212;1;16.015;0.673
2023-01-10T08:00:00;809397.467;919769.849;1;18.486;4.313
2023-01-10T09:00:00;1344483.900;1527822.613;1;22.058;8.234
2023-01-10T10:00:00;815766.567;927007.462;1;21.625;7.607
2023-01-10T11:00:00;1761265.621;2001438.206;1;16.337;2.662
2023-01-10T12:00:00;1469149.904;1669488.528;1;18.837;1.825
2023-01-10T13:00:00;1239085.154;1408051.312;1;19.852;2.821
2023-01-10T14:00:00;1662142.150;1888797.898;1;16.901;3.267
2023-01-10T15:00:00;1566020.457;1779568.701;1;15.826;7.903
2023-01-10T16:00:00;572101.668;650115.532;1;16.711;2.793
2023-01-10T17:00:00;740754.612;841766.605;1;13.568;6.292
2023-01-10T18:00:00;335576.107;381336.485;1;10.774;6.270
2023-01-10T19:00:00;0.000;0.000;1;10.688;4.885
2023-01-10T20:00:00;0.000;0.000;0;9.399;2.396
2023-01-10T21:00:00;0.000;0.000;0;11.523;3.378
2023-01-10T22:00:00;0.000;0.000;0;10.408;4.074
2023-01-10T23:00:00;0.000;0.000;0;10.416;3.358
2023-01-11T00:00:00;0.000;0.000;0;10.164;3.382
2023-01-11T01:00:00;0.000;0.000;0;8.645;7.448
2023-01-11T02:00:00;0.000;0.000;0;6.767;5.041
2023-01-11T03:00:00;0.000;0.000;0;13.022;3.205
2023-01-11T04:00:00;0.000;0.000;0;14.650;7.855
2023-01-11T05:00:00;0.000;0.000;0;12.307;2.875
2023-01-11T06:00:00;0.000;0.000;0;21.381;5.103
2023-01-11T07:00:00;426634.772;484812.241;1;17.598;1.296
2023-01-11T08:00:00;667613.411;758651.603;1;18.703;2.273
2023-01-11T09:00:00;1160354.882;1318585.093;1;17.288;4.568
2023-01-11T10:00:00;1104673.856;1255311.200;1;19.411;0.782
2023-01-11T11:00:00;731602.611;831366.604;1;20.213;6.867
2023-01-11T12:00:00;1143008.087;1298872.826;1;17.157;5.418
2023-01-11T13:00:00;1886260.314;2143477.630;1;17.157;6.627
2023-01-11T14:00:00;1199188.287;1362713.962;1;19.664;10.707
2023-01-11T15:00:00;1268732.647;1441741.645;1;17.386;3.292
2023-01-11T16:00:00;1002549.713;1139261.037;1;14.429;3.691
2023-01-11T17:00:00;818632.828;930264.577;1;18.440;2.468
2023-01-11T18:00:00;287867.947;327122.667;1;15.921;5.501
2023-01-11T19:00:00;0.000;0.000;1;9.650;3.636
2023-01-11T20:00:00;0.000;0.000;0;9.928;1.797
2023-01-11T21:00:00;0.000;0.000;0;3.760;3.312
2023-01-11T22:00:00;0.000;0.000;0;9.461;2.640
2023-01-11T23:00:00;0.000;0.000;0;5.042;4.446
2023-01-12T00:00:00;0.000;0.000;0;8.886;5.761
2023-01-12T01:00:00;0.000;0.000;0;9.275;4.367
2023-01-12T02:00:00;0.000;0.000;0;14.725;3.822
2023-01-12T03:00:00;0.000;0.000;0;12.528;1.471
2023-01-12T04:00:00;0.000;0.000;0;14.923;2.483
2023-01-12T05:00:00;0.000;0.000;0;16.153;2.563
2023-01-12T06:00:00;0.000;0.000;0;15.836;5.846
2023-01-12T07:00:00;340880.935;387364.699;1;21.179;3.833
2023-01-12T08:00:00;957186.442;1087711.866;1;19.270;1.729
2023-01-12T09:00:00;701586.046;797256.871;1;19.387;6.689
2023-01-12T10:00:00;1545713.042;1756492.093;1;20.075;2.857
2023-01-12T11:00:00;1237976.097;1406791.019;1;18.978;1.534
2023-01-12T12:00:00;949870.505;1079398.301;1;19.526;9.320
2023-01-12T13:00:00;1033606.927;1174553.326;1;18.896;4.316
2023-01-12T14:00:00;1362417.760;1548202.000;1;16.836;7.503
2023-01-12T15:00:00;1076848.555;1223691.540;1;16.524;1.759
2023-01-12T16:00:00;1014960.448;1153364.145;1;16.874;4.059
2023-01-12T17:00:00;806467.658;916440.520;1;11.296;2.046
2023-01-12T18:00:00;447967.957;509054.496;1;10.525;1.041
2023-01-12T19:00:00;0.000;0.000;1;12.666;2.690
2023-01-12T20:00:00;0.000;0.000;0;11.023;7.852
2023-01-12T21:00:00;0.000;0.000;0;9.683;1.210
2023-01-12T22:00:00;0.000;0.000;0;7.785;8.174
2023-01-12T23:00:00;0.000;0.000;0;14.021;2.748
2023-01-13T00:00:00;0.000;0.000;0;5.985;3.752
2023-01-13T01:00:00;0.000;0.000;0;10.744;5.379
2023-01-13T02:00:00;0.000;0.000;0;6.322;0.532
2023-01-13T03:00:00;0.000;0.000;0;17.285;0.683
2023-01-13T04:00:00;0.000;0.000;0;11.949;6.194
2023-01-13T05:00:00;0.000;0.000;0;13.879;0.755
2023-01-13T06:00:00;0.000;0.000;0;21.011;5.077
2023-01-13T07:00:00;380012.205;431832.051;1;18.328;7.518
2023-01-13T08:00:00;753089.335;855783.335;1;15.848;2.501
2023-01-13T09:00:00;865693.526;983742.643;1;21.844;7.036
2023-01-13T10:00:00;1037104.827;1178528.213;1;18.492;6.607
2023-01-13T11:00:00;1501574.051;1706334.148;1;22.432;3.618
2023-01-13T12:00:00;1390353.221;1579946.842;1;19.797;1.688
2023-01-13T13:00:00;1539488.199;1749418.408;1;16.675;5.733
2023-01-13T14:00:00;1588660.332;1805295.831;1;18.773;6.574
2023-01-13T15:00:00;1456568.966;1655192.006;1;16.293;7.232
2023-01-13T16:00:00;923039.344;1048908.345;1;13.270;0.793
2023-01-13T17:00:00;750499.664;852840.527;1;13.823;5.010
2023-01-13T18:00:00;339282.082;385547.820;1;14.704;2.923
2023-01-13T19:00:00;0.000;0.000;1;7.492;2.635
2023-01-13T20:00:00;0.000;0.000;0;11.799;6.230
2023-01-13T21:00:00;0.000;0.000;0;10.804;3.465
2023-01-13T22:00:00;0.000;0.000;0;8.563;7.794
2023-01-13T23:00:00;0.000;0.000;0;11.645;1.795
2023-01-14T00:00:00;0.000;0.000;0;7.856;6.762
2023-01-14T01:00:00;0.000;0.000;0;12.855;7.929
2023-01-14T02:00:00;0.000;0.000;0;13.876;4.732
2023-01-14T03:00:00;0.000;0.000;0;17.132;3.652
2023-01-14T04:00:00;0.000;0.000;0;13.297;5.823
2023-01-14T05:00:00;0.000;0.000;0;15.938;3.524
2023-01-14T06:00:00;0.000;0.000;0;19.302;1.435
2023-01-14T07:00:00;334211.191;379785.445;1;16.354;6.429
2023-01-14T08:00:00;631989.776;718170.200;1;19.712;3.701
2023-01-14T09:00:00;658718.153;748543.356;1;17.766;1.108
2023-01-14T10:00:00;980663.792;1114390.673;1;19.543;3.031
2023-01-14T11:00:00;1215071.193;1380762.719;1;22.811;4.243
2023-01-14T12:00:00;1252309.597;1423079.087;1;21.745;5.612
2023-01-14T13:00:00;1818512.320;2066491.273;1;18.524;4.990
2023-01-14T14:00:00;1465385.354;1665210.630;1;18.800;5.291
2023-01-14T15:00:00;1248772.472;1419059.627;1;11.966;4.145
2023-01-14T16:00:00;855564.718;972232.634;1;13.654;2.135
2023-01-14T17:00:00;718903.314;816935.584;1;14.030;4.324
2023-01-14T18:00:00;366210.227;416147.986;1;12.392;4.961
2023-01-14T19:00:00;0.000;0.000;1;10.685;4.164
2023-01-14T20:00:00;0.000;0.000;0;10.632;3.836
2023-01-14T21:00:00;0.000;0.000;0;9.312;7.337
2023-01-14T22:00:00;0.000;0.000;0;10.192;2.203
2023-01-14T23:00:00;0.000;0.000;0;9.746;2.092
2023-01-15T00:00:00;0.000;0.000;0;10.519;0.953
2023-01-15T01:00:00;0.000;0.000;0;10.791;4.304
2023-01-15T02:00:00;0.000;0.000;0;15.291;3.629
2023-01-15T03:00:00;0.000;0.000;0;10.408;2.941
2023-01-15T04:00:00;0.000;0.000;0;13.208;5.309
2023-01-15T05:00:00;0.000;0.000;0;13.824;5.934
2023-01-15T06:00:00;0.000;0.000;0;19.032;0.941
2023-01-15T07:00:00;332173.534;377469.924;1;20.185;4.713
2023-01-15T08:00:00;465559.032;529044.355;1;19.702;7.553
2023-01-15T09:00:00;972045.498;1104597.157;1;23.225;0.637
2023-01-15T10:00:00;1048591.806;1191581.598;1;18.259;6.729
2023-01-15T11:00:00;1494837.928;1698679.464;1;19.789;4.171
2023-01-15T12:00:00;1177861.477;1338478.951;1;19.485;3.602
2023-01-15T13:00:00;1759205.208;1999096.828;1;15.060;0.849
2023-01-15T14:00:00;1454426.970;1652757.920;1;15.343;3.688
2023-01-15T15:00:00;1123817.580;1277065.432;1;15.316;7.819
2023-01-15T16:00:00;832507.304;946031.027;1;16.198;3.167
2023-01-15T17:00:00;517635.091;588221.694;1;14.070;1.867
2023-01-15T18:00:00;341805.119;388414.908;1;10.535;4.589
2023-01-15T19:00:00;0.000;0.000;1;13.695;3.394
2023-01-15T20:00:00;0.000;0.000;0;10.446;9.045
2023-01-15T21:00:00;0.000;0.000;0;9.701;5.317
2023-01-15T22:00:00;0.000;0.000;0;10.933;7.414
2023-01-15T23:00:00;0.000;0.000;0;11.994;2.776
2023-01-16T00:00:00;0.000;0.000;0;10.351;1.922
2023-01-16T01:00:00;0.000;0.000;0;13.414;3.623
2023-01-16T02:00:00;0.000;0.000;0;14.651;3.182
2023-01-16T03:00:00;0.000;0.000;0;12.048;3.498
2023-01-16T04:00:00;0.000;0.000;0;8.436;3.991
2023-01-16T05:00:00;0.000;0.000;0;16.393;8.343
2023-01-16T06:00:00;0.000;0.000;0;17.808;3.155
2023-01-16T07:00:00;356585.236;405210.495;1;18.835;3.208
2023-01-16T08:00:00;798685.802;907597.502;1;19.753;8.732
2023-01-16T09:00:00;917903.945;1043072.665;1;20.615;4.615
2023-01-16T10:00:00;1072884.594;1219187.038;1;16.064;4.260
2023-01-16T11:00:00;1649674.787;1874630.440;1;20.157;4.283
2023-01-16T12:00:00;1774404.233;2016368.447;1;21.010;6.958
2023-01-16T13:00:00;1062141.637;1206979.133;1;17.925;6.179
2023-01-16T14:00:00;1151528.470;1308555.079;1;18.619;2.172
2023-01-16T15:00:00;1574721.434;1789456.175;1;14.645;2.363
2023-01-16T16:00:00;789589.679;897260.999;1;13.761;6.471
2023-01-16T17:00:00;866936.987;985155.667;1;10.910;3.796
2023-01-16T18:00:00;376288.560;427600.637;1;13.587;3.190
2023-01-16T19:00:00;0.000;0.000;1;13.307;5.705
2023-01-16T20:00:00;0.000;0.000;0;11.063;8.542
2023-01-16T21:00:00;0.000;0.000;0;10.391;4.465
2023-01-16T22:00:00;0.000;0.000;0;8.810;15.717
2023-01-16T23:00:00;0.000;0.000;0;12.517;3.901
2023-01-17T00:00:00;0.000;0.000;0;11.769;4.284
2023-01-17T01:00:00;0.000;0.000;0;12.617;5.353
2023-01-17T02:00:00;0.000;0.000;0;12.991;4.668
2023-01-17T03:00:00;0.000;0.000;0;12.443;6.058
2023-01-17T04:00:00;0.000;0.000;0;18.474;3.673
2023-01-17T05:00:00;0.000;0.000;0;19.485;3.695
2023-01-17T06:00:00;0.000;0.000;0;19.389;3.787
2023-01-17T07:00:00;388552.533;441536.969;1;18.953;2.402
2023-01-17T08:00:00;618977.369;703383.374;1;18.624;1.958
2023-01-17T09:00:00;1058444.936;1202778.336;1;22.165;5.703
2023-01-17T10:00:00;852344.664;968573.482;1;19.472;1.635
2023-01-17T11:00:00;1501912.962;1706719.275;1;20.236;1.903
2023-01-17T12:00:00;1368117.792;1554679.309;1;19.472;2.631
2023-01-17T13:00:00;1762306.569;2002621.101;1;18.377;6.294
2023-01-17T14:00:00;1152617.851;1309793.012;1;20.313;5.936
2023-01-17T15:00:00;1389306.616;1578757.518;1;16.070;4.370
2023-01-17T16:00:00;832165.240;945642.318;1;11.866;3.092
2023-01-17T17:00:00;888503.211;1009662.739;1;17.535;1.229
2023-01-17T18:00:00;351410.169;399329.738;1;12.662;4.499
2023-01-17T19:00:00;0.000;0.000;1;12.429;0.507
2023-01-17T20:00:00;0.000;0.000;0;10.400;3.174
2023-01-17T21:00:00;0.000;0.000;0;8.643;8.908
2023-01-17T22:00:00;0.000;0.000;0;8.597;9.004
2023-01-17T23:00:00;0.000;0.000;0;11.191;4.956
2023-01-18T00:00:00;0.000;0.000;0;10.572;3.134
2023-01-18T01:00:00;0.000;0.000;0;12.568;2.976
2023-01-18T02:00:00;0.000;0.000;0;13.389;1.876
2023-01-18T03:00:00;0.000;0.000;0;15.050;2.529
2023-01-18T04:00:00;0.000;0.000;0;15.822;4.909
2023-01-18T05:00:00;0.000;0.000;0;15.477;5.559
2023-01-18T06:00:00;0.000;0.000;0;19.124;4.628
2023-01-18T07:00:00;344839.606;391863.188;1;18.834;2.119
2023-01-18T08:00:00;543797.532;617951.741;1;17.173;3.966
2023-01-18T09:00:00;756531.172;859694.514;1;19.605;1.364
