# PVGIS-6 TMY data
# Location: 51.514N, 7.465E
# Elevation: 973m
# Source: PVGIS <https://joint-research-centre.ec.europa.eu/pvgis_en>
# Radiation database: PVGIS-SARAH2
# Nominal power of the PV system: 2000kW
# System losses: 15.0%
# Slope angle: 35 deg
# Azimuth angle: 0 deg (optimum)
#
time;P_Wh;G(i);H_sun;T2m;WS10m
2023-01-04T03:00:00;0.000;0.000;0;12.067;3.164
2023-01-04T04:00:00;0.000;0.000;0;11.956;5.079
2023-01-04T05:00:00;0.000;0.000;0;12.519;5.114
2023-01-04T06:00:00;0.000;0.000;0;11.751;3.782
2023-01-04T07:00:00;268660.182;316070.803;1;12.255;4.846
2023-01-04T08:00:00;852523.309;1002968.598;1;13.839;10.113
2023-01-04T09:00:00;1165069.207;1370669.655;1;14.125;2.926
2023-01-04T10:00:00;1497509.331;1761775.684;1;17.902;1.855
2023-01-04T11:00:00;1319558.794;1552422.111;1;16.761;0.443
2023-01-04T12:00:00;1336250.719;1572059.669;1;13.892;0.359
2023-01-04T13:00:00;1289568.377;1517139.267;1;11.430;0.519
2023-01-04T14:00:00;1506497.836;1772350.396;1;13.427;2.611
2023-01-04T15:00:00;622225.716;732030.254;1;12.274;7.043
2023-01-04T16:00:00;1104583.130;1299509.564;1;10.127;8.141
2023-01-04T17:00:00;834769.301;982081.531;1;9.704;6.292
2023-01-04T18:00:00;284840.413;335106.368;1;8.997;1.555
2023-01-04T19:00:00;0.000;0.000;1;8.005;3.234
2023-01-04T20:00:00;0.000;0.000;0;3.484;4.205
2023-01-04T21:00:00;0.000;0.000;0;2.735;6.196
2023-01-04T22:00:00;0.000;0.000;0;5.909;3.504
2023-01-04T23:00:00;0.000;0.000;0;5.560;7.858
2023-01-05T00:00:00;0.000;0.000;0;6.376;1.844
2023-01-05T01:00:00;0.000;0.000;0;4.622;3.499
2023-01-05T02:00:00;0.000;0.000;0;6.748;2.153
2023-01-05T03:00:00;0.000;0.000;0;10.002;2.907
2023-01-05T04:00:00;0.000;0.000;0;13.437;3.066
2023-01-05T05:00:00;0.000;0.000;0;9.528;3.195
2023-01-05T06:00:00;0.000;0.000;0;15.042;0.769
2023-01-05T07:00:00;363652.597;427826.584;1;13.712;2.421
2023-01-05T08:00:00;587899.716;691646.725;1;17.441;2.506
2023-01-05T09:00:00;1088233.443;1280274.639;1;11.391;3.326
2023-01-05T10:00:00;719166.203;846077.886;1;13.349;1.561
2023-01-05T11:00:00;1094093.435;1287168.747;1;13.922;1.910
2023-01-05T12:00:00;1376998.582;1619998.332;1;12.113;6.700
2023-01-05T13:00:00;1383343.983;1627463.510;1;15.970;6.470
2023-01-05T14:00:00;1457599.245;1714822.641;1;10.401;6.692
2023-01-05T15:00:00;1155761.957;1359719.949;1;13.106;2.442
2023-01-05T16:00:00;1136054.877;1336535.149;1;12.971;4.836
2023-01-05T17:00:00;590048.490;694174.694;1;7.079;4.328
2023-01-05T18:00:00;393044.615;462405.429;1;7.519;11.320
2023-01-05T19:00:00;0.000;0.000;1;7.406;5.814
2023-01-05T20:00:00;0.000;0.000;0;5.791;2.606
2023-01-05T21:00:00;0.000;0.000;0;4.222;3.040
2023-01-05T22:00:00;0.000;0.000;0;5.625;4.036
2023-01-05T23:00:00;0.000;0.000;0;4.186;4.198
2023-01-06T00:00:00;0.000;0.000;0;6.697;1.663
2023-01-06T01:00:00;0.000;0.000;0;6.949;5.862
2023-01-06T02:00:00;0.000;0.000;0;9.534;7.906
2023-01-06T03:00:00;0.000;0.000;0;6.987;5.483
2023-01-06T04:00:00;0.000;0.000;0;8.221;6.153
2023-01-06T05:00:00;0.000;0.000;0;10.154;6.583
2023-01-06T06:00:00;0.000;0.000;0;15.991;6.429
2023-01-06T07:00:00;463237.507;544985.302;1;10.450;7.621
2023-01-06T08:00:00;742182.193;873155.521;1;14.707;4.921
2023-01-06T09:00:00;1070743.336;1259698.043;1;18.710;10.284
2023-01-06T10:00:00;1203212.979;1415544.681;1;11.361;3.980
2023-01-06T11:00:00;1067258.489;1255598.222;1;13.420;3.158
2023-01-06T12:00:00;1598017.831;1880020.978;1;15.611;4.174
2023-01-06T13:00:00;1200441.860;1412284.542;1;8.584;4.846
2023-01-06T14:00:00;1051308.123;1236833.086;1;13.465;2.250
2023-01-06T15:00:00;1254673.075;1476085.971;1;13.777;3.436
2023-01-06T16:00:00;991481.900;1166449.294;1;13.945;2.399
2023-01-06T17:00:00;669250.686;787353.748;1;9.872;7.539
2023-01-06T18:00:00;351646.878;413702.210;1;11.622;6.738
2023-01-06T19:00:00;0.000;0.000;1;8.355;13.261
2023-01-06T20:00:00;0.000;0.000;0;8.568;3.941
2023-01-06T21:00:00;0.000;0.000;0;5.318;1.282
2023-01-06T22:00:00;0.000;0.000;0;3.786;1.740
2023-01-06T23:00:00;0.000;0.000;0;7.594;3.024
2023-01-07T00:00:00;0.000;0.000;0;6.980;1.184
2023-01-07T01:00:00;0.000;0.000;0;6.109;0.496
2023-01-07T02:00:00;0.000;0.000;0;8.138;0.240
2023-01-07T03:00:00;0.000;0.000;0;6.149;1.369
2023-01-07T04:00:00;0.000;0.000;0;10.847;4.412
2023-01-07T05:00:00;0.000;0.000;0;11.537;4.828
2023-01-07T06:00:00;0.000;0.000;0;15.988;1.734
2023-01-07T07:00:00;381736.647;449101.938;1;15.734;1.542
2023-01-07T08:00:00;495095.462;582465.249;1;14.980;3.450
2023-01-07T09:00:00;1203273.695;1415616.112;1;16.268;5.872
2023-01-07T10:00:00;1144125.559;1346030.070;1;16.361;6.557
2023-01-07T11:00:00;2026647.706;2384291.419;1;17.088;6.885
2023-01-07T12:00:00;1203863.186;1416309.631;1;10.479;4.589
2023-01-07T13:00:00;1580953.202;1859944.944;1;13.526;3.798
2023-01-07T14:00:00;1136297.704;1336820.829;1;14.560;1.390
2023-01-07T15:00:00;800548.341;941821.577;1;12.369;1.142
2023-01-07T16:00:00;1352746.561;1591466.542;1;8.505;4.545
2023-01-07T17:00:00;475031.539;558860.634;1;10.856;2.274
2023-01-07T18:00:00;295505.531;347653.566;1;6.284;2.720
2023-01-07T19:00:00;0.000;0.000;1;6.593;6.412
2023-01-07T20:00:00;0.000;0.000;0;6.604;6.981
2023-01-07T21:00:00;0.000;0.000;0;4.696;0.926
2023-01-07T22:00:00;0.000;0.000;0;2.095;1.723
2023-01-07T23:00:00;0.000;0.000;0;8.220;6.969
2023-01-08T00:00:00;0.000;0.000;0;2.741;2.260
2023-01-08T01:00:00;0.000;0.000;0;4.827;3.191
2023-01-08T02:00:00;0.000;0.000;0;5.594;6.713
2023-01-08T03:00:00;0.000;0.000;0;9.425;5.217
2023-01-08T04:00:00;0.000;0.000;0;9.209;4.730
2023-01-08T05:00:00;0.000;0.000;0;13.315;1.199
2023-01-08T06:00:00;0.000;0.000;0;13.953;3.005
2023-01-08T07:00:00;518716.702;610254.944;1;14.056;5.928
2023-01-08T08:00:00;482148.352;567233.355;1;13.072;6.479
2023-01-08T09:00:00;509817.895;599785.759;1;18.743;3.419
2023-01-08T10:00:00;1144268.572;1346198.320;1;13.187;0.785
2023-01-08T11:00:00;1764986.488;2076454.692;1;15.810;6.272
2023-01-08T12:00:00;934297.006;1099172.948;1;15.718;4.227
2023-01-08T13:00:00;1199083.593;1410686.580;1;11.722;8.116
2023-01-08T14:00:00;1282281.904;1508566.946;1;12.829;3.101
2023-01-08T15:00:00;917647.671;1079585.496;1;11.335;10.292
2023-01-08T16:00:00;841504.772;990005.615;1;8.954;7.675
2023-01-08T17:00:00;859905.206;1011653.184;1;9.911;4.303
2023-01-08T18:00:00;337347.334;396879.217;1;4.958;3.033
2023-01-08T19:00:00;0.000;0.000;1;6.984;2.361
2023-01-08T20:00:00;0.000;0.000;0;3.709;3.070
2023-01-08T21:00:00;0.000;0.000;0;7.022;7.335
2023-01-08T22:00:00;0.000;0.000;0;4.273;5.617
2023-01-08T23:00:00;0.000;0.000;0;5.275;9.638
2023-01-09T00:00:00;0.000;0.000;0;3.243;6.014
2023-01-09T01:00:00;0.000;0.000;0;3.609;4.353
2023-01-09T02:00:00;0.000;0.000;0;7.753;1.611
2023-01-09T03:00:00;0.000;0.000;0;10.665;3.282
2023-01-09T04:00:00;0.000;0.000;0;9.708;4.638
2023-01-09T05:00:00;0.000;0.000;0;12.237;5.778
2023-01-09T06:00:00;0.000;0.000;0;10.361;0.375
2023-01-09T07:00:00;352212.653;414367.827;1;12.622;2.307
2023-01-09T08:00:00;683162.304;803720.358;1;13.414;5.955
2023-01-09T09:00:00;924214.967;1087311.725;1;16.964;1.299
2023-01-09T10:00:00;1779829.474;2093917.028;1;13.431;5.541
2023-01-09T11:00:00;1791704.712;2107887.897;1;17.355;4.392
2023-01-09T12:00:00;1567817.050;1844490.647;1;13.803;4.595
2023-01-09T13:00:00;1407985.055;1656453.006;1;15.485;4.744
2023-01-09T14:00:00;1201773.425;1413851.088;1;16.090;1.588
2023-01-09T15:00:00;876820.474;1031553.499;1;7.655;1.747
2023-01-09T16:00:00;934434.695;1099334.936;1;11.023;2.614
2023-01-09T17:00:00;530158.551;623715.942;1;9.639;5.346
2023-01-09T18:00:00;322327.778;379209.150;1;8.520;6.181
2023-01-09T19:00:00;0.000;0.000;1;8.607;3.766
2023-01-09T20:00:00;0.000;0.000;0;2.373;6.978
2023-01-09T21:00:00;0.000;0.000;0;3.348;6.922
2023-01-09T22:00:00;0.000;0.000;0;6.221;3.376
2023-01-09T23:00:00;0.000;0.000;0;4.646;1.823
2023-01-10T00:00:00;0.000;0.000;0;8.276;5.295
2023-01-10T01:00:00;0.000;0.000;0;8.586;4.403
2023-01-10T02:00:00;0.000;0.000;0;6.849;2.120
2023-01-10T03:00:00;0.000;0.000;0;5.119;5.071
2023-01-10T04:00:00;0.000;0.000;0;8.225;3.267
2023-01-10T05:00:00;0.000;0.000;0;9.070;1.584
2023-01-10T06:00:00;0.000;0.000;0;15.407;8.752
2023-01-10T07:00:00;383437.677;451103.149;1;13.778;6.481
2023-01-10T08:00:00;726669.777;854905.620;1;16.643;9.651
2023-01-10T09:00:00;1008529.353;1186505.121;1;12.823;4.039
2023-01-10T10:00:00;1102545.578;1297112.444;1;15.669;5.271
2023-01-10T11:00:00;1258004.840;1480005.694;1;14.892;6.651
2023-01-10T12:00:00;1808680.030;2127858.859;1;13.343;6.948
2023-01-10T13:00:00;1192525.304;1402970.946;1;15.881;5.593
2023-01-10T14:00:00;1058020.997;1244730.585;1;10.659;4.969
2023-01-10T15:00:00;1110535.290;1306512.106;1;11.816;2.627
2023-01-10T16:00:00;932894.414;1097522.840;1;10.810;7.034
2023-01-10T17:00:00;505213.847;594369.231;1;11.015;2.789
2023-01-10T18:00:00;209915.144;246958.992;1;7.163;4.923
2023-01-10T19:00:00;0.000;0.000;1;6.637;9.061
2023-01-10T20:00:00;0.000;0.000;0;6.198;6.925
2023-01-10T21:00:00;0.000;0.000;0;6.526;3.852
2023-01-10T22:00:00;0.000;0.000;0;3.505;6.608
2023-01-10T23:00:00;0.000;0.000;0;6.763;2.530
2023-01-11T00:00:00;0.000;0.000;0;5.100;4.828
2023-01-11T01:00:00;0.000;0.000;0;9.210;6.778
2023-01-11T02:00:00;0.000;0.000;0;6.451;4.248
2023-01-11T03:00:00;0.000;0.000;0;8.095;3.608
2023-01-11T04:00:00;0.000;0.000;0;10.725;7.514
2023-01-11T05:00:00;0.000;0.000;0;11.589;2.747
2023-01-11T06:00:00;0.000;0.000;0;10.141;3.702
2023-01-11T07:00:00;413476.324;486442.734;1;12.433;6.262
2023-01-11T08:00:00;642076.679;755384.329;1;15.475;3.245
2023-01-11T09:00:00;824128.826;969563.325;1;13.177;7.518
2023-01-11T10:00:00;1494669.576;1758434.795;1;13.965;2.378
2023-01-11T11:00:00;892917.436;1050491.101;1;12.902;7.366
2023-01-11T12:00:00;1239376.704;1458090.240;1;15.113;2.643
2023-01-11T13:00:00;1244619.393;1464258.110;1;12.206;6.274
2023-01-11T14:00:00;1211722.445;1425555.818;1;13.669;2.095
2023-01-11T15:00:00;1303298.686;1533292.571;1;9.870;6.331
2023-01-11T16:00:00;1002719.575;1179670.088;1;11.646;6.736
2023-01-11T17:00:00;627502.203;738237.886;1;5.311;6.404
2023-01-11T18:00:00;474412.478;558132.327;1;8.402;10.541
2023-01-11T19:00:00;0.000;0.000;1;10.574;4.151
2023-01-11T20:00:00;0.000;0.000;0;5.867;2.033
2023-01-11T21:00:00;0.000;0.000;0;5.323;4.490
2023-01-11T22:00:00;0.000;0.000;0;7.423;6.127
2023-01-11T23:00:00;0.000;0.000;0;6.016;4.329
2023-01-12T00:00:00;0.000;0.000;0;2.928;4.441
2023-01-12T01:00:00;0.000;0.000;0;12.225;5.676
2023-01-12T02:00:00;0.000;0.000;0;5.857;7.300
2023-01-12T03:00:00;0.000;0.000;0;4.663;1.700
2023-01-12T04:00:00;0.000;0.000;0;7.459;3.860
2023-01-12T05:00:00;0.000;0.000;0;17.646;1.072
2023-01-12T06:00:00;0.000;0.000;0;14.097;3.200
2023-01-12T07:00:00;346598.659;407763.128;1;11.822;4.006
2023-01-12T08:00:00;486737.865;572632.782;1;15.076;6.317
2023-01-12T09:00:00;871971.382;1025848.684;1;18.565;2.032
2023-01-12T10:00:00;853007.575;1003538.323;1;15.815;5.473
2023-01-12T11:00:00;1592333.479;1873333.504;1;12.391;5.294
2023-01-12T12:00:00;1345623.509;1583086.481;1;14.669;1.414
2023-01-12T13:00:00;719425.946;846383.466;1;13.683;4.462
2023-01-12T14:00:00;1456571.520;1713613.553;1;11.856;3.047
2023-01-12T15:00:00;1457778.300;1715033.294;1;9.178;3.559
2023-01-12T16:00:00;779708.399;917303.999;1;13.180;4.055
2023-01-12T17:00:00;641092.459;754226.422;1;6.342;0.833
2023-01-12T18:00:00;437318.037;514491.808;1;7.624;7.061
2023-01-12T19:00:00;0.000;0.000;1;8.189;7.849
2023-01-12T20:00:00;0.000;0.000;0;4.798;4.383
2023-01-12T21:00:00;0.000;0.000;0;8.123;8.160
2023-01-12T22:00:00;0.000;0.000;0;2.501;4.033
2023-01-12T23:00:00;0.000;0.000;0;9.635;2.277
2023-01-13T00:00:00;0.000;0.000;0;7.180;1.846
2023-01-13T01:00:00;0.000;0.000;0;8.199;5.604
2023-01-13T02:00:00;0.000;0.000;0;7.144;5.801
2023-01-13T03:00:00;0.000;0.000;0;15.073;3.178
2023-01-13T04:00:00;0.000;0.000;0;11.137;4.024
2023-01-13T05:00:00;0.000;0.000;0;13.389;1.580
2023-01-13T06:00:00;0.000;0.000;0;12.170;7.500
2023-01-13T07:00:00;244929.217;288152.020;1;12.610;5.346
2023-01-13T08:00:00;758214.909;892017.540;1;13.060;4.379
2023-01-13T09:00:00;706679.273;831387.380;1;13.554;3.134
2023-01-13T10:00:00;1111302.206;1307414.360;1;16.718;8.707
2023-01-13T11:00:00;925410.040;1088717.694;1;17.787;4.242
2023-01-13T12:00:00;1722656.808;2026655.068;1;14.922;3.662
2023-01-13T13:00:00;1906729.428;2243211.092;1;14.253;1.946
2023-01-13T14:00:00;961150.535;1130765.335;1;9.683;5.894
2023-01-13T15:00:00;1082033.584;1272980.688;1;6.789;4.405
2023-01-13T16:00:00;1111305.003;1307417.651;1;9.462;5.831
2023-01-13T17:00:00;545783.498;642098.233;1;3.496;7.231
2023-01-13T18:00:00;381603.046;448944.760;1;6.084;4.694
2023-01-13T19:00:00;0.000;0.000;1;5.146;3.123
2023-01-13T20:00:00;0.000;0.000;0;5.491;5.115
2023-01-13T21:00:00;0.000;0.000;0;0.873;4.666
2023-01-13T22:00:00;0.000;0.000;0;3.338;1.969
2023-01-13T23:00:00;0.000;0.000;0;4.627;4.023
2023-01-14T00:00:00;0.000;0.000;0;5.041;3.934
2023-01-14T01:00:00;0.000;0.000;0;8.891;1.894
2023-01-14T02:00:00;0.000;0.000;0;4.925;10.518
2023-01-14T03:00:00;0.000;0.000;0;5.887;8.936
2023-01-14T04:00:00;0.000;0.000;0;15.749;0.827
2023-01-14T05:00:00;0.000;0.000;0;8.485;2.882
2023-01-14T06:00:00;0.000;0.000;0;14.122;6.994
2023-01-14T07:00:00;284548.010;334762.365;1;12.613;2.510
2023-01-14T08:00:00;653645.910;768995.188;1;13.348;3.996
2023-01-14T09:00:00;737604.281;867769.743;1;14.511;3.668
2023-01-14T10:00:00;1451141.584;1707225.393;1;15.206;2.424
2023-01-14T11:00:00;1268164.258;1491957.950;1;17.041;7.683
2023-01-14T12:00:00;1223649.166;1439587.254;1;16.554;5.513
2023-01-14T13:00:00;1391883.380;1637509.859;1;15.925;2.353
2023-01-14T14:00:00;1366165.655;1607253.712;1;14.856;3.437
2023-01-14T15:00:00;1238070.975;1456554.089;1;7.384;5.199
2023-01-14T16:00:00;616215.887;724959.867;1;7.461;2.580
2023-01-14T17:00:00;828129.379;974269.858;1;9.779;4.600
2023-01-14T18:00:00;402547.979;473585.858;1;8.531;5.893
2023-01-14T19:00:00;0.000;0.000;1;4.265;4.438
2023-01-14T20:00:00;0.000;0.000;0;3.642;3.256
2023-01-14T21:00:00;0.000;0.000;0;2.601;11.121
2023-01-14T22:00:00;0.000;0.000;0;5.666;5.502
2023-01-14T23:00:00;0.000;0.000;0;6.510;6.887
2023-01-15T00:00:00;0.000;0.000;0;2.958;4.587
2023-01-15T01:00:00;0.000;0.000;0;4.820;3.719
2023-01-15T02:00:00;0.000;0.000;0;7.836;2.640
2023-01-15T03:00:00;0.000;0.000;0;8.704;3.724
2023-01-15T04:00:00;0.000;0.000;0;7.838;2.640
2023-01-15T05:00:00;0.000;0.000;0;9.366;2.452
2023-01-15T06:00:00;0.000;0.000;0;14.261;8.648
2023-01-15T07:00:00;352786.576;415043.031;1;17.245;0.881
2023-01-15T08:00:00;800473.009;941732.952;1;13.552;2.152
2023-01-15T09:00:00;995847.470;1171585.259;1;11.573;1.798
2023-01-15T10:00:00;1680201.029;1976707.093;1;15.237;6.008
2023-01-15T11:00:00;1199424.359;1411087.481;1;16.996;7.806
2023-01-15T12:00:00;1066466.027;1254665.914;1;15.057;4.776
2023-01-15T13:00:00;2021582.597;2378332.467;1;9.753;1.739
2023-01-15T14:00:00;1255749.680;1477352.564;1;12.550;10.546
2023-01-15T15:00:00;1106106.463;1301301.721;1;13.969;3.492
2023-01-15T16:00:00;866946.733;1019937.333;1;10.246;4.095
2023-01-15T17:00:00;429728.704;505563.181;1;8.671;0.883
2023-01-15T18:00:00;179233.848;210863.350;1;9.076;3.248
2023-01-15T19:00:00;0.000;0.000;1;6.914;3.858
2023-01-15T20:00:00;0.000;0.000;0;8.570;1.243
2023-01-15T21:00:00;0.000;0.000;0;6.113;6.766
2023-01-15T22:00:00;0.000;0.000;0;3.246;4.859
2023-01-15T23:00:00;0.000;0.000;0;6.738;4.738
2023-01-16T00:00:00;0.000;0.000;0;5.661;9.430
2023-01-16T01:00:00;0.000;0.000;0;6.173;6.619
2023-01-16T02:00:00;0.000;0.000;0;6.527;6.426
2023-01-16T03:00:00;0.000;0.000;0;8.272;1.100
2023-01-16T04:00:00;0.000;0.000;0;14.225;4.824
2023-01-16T05:00:00;0.000;0.000;0;7.506;1.957
2023-01-16T06:00:00;0.000;0.000;0;14.653;5.123
2023-01-16T07:00:00;390997.433;459996.980;1;13.016;5.746
2023-01-16T08:00:00;753565.740;886547.929;1;12.666;1.715
2023-01-16T09:00:00;955708.714;1124363.193;1;13.688;0.399
2023-01-16T10:00:00;1513242.317;1780285.079;1;15.667;1.922
2023-01-16T11:00:00;1202007.345;1414126.288;1;17.651;5.022
2023-01-16T12:00:00;1372187.228;1614337.915;1;15.100;5.710
2023-01-16T13:00:00;1537123.775;1808380.912;1;14.815;9.118
2023-01-16T14:00:00;1712985.990;2015277.636;1;13.359;4.048
2023-01-16T15:00:00;824398.586;969880.690;1;11.004;3.390
2023-01-16T16:00:00;579293.329;681521.563;1;9.170;5.677
2023-01-16T17:00:00;672358.436;791009.925;1;5.812;1.268
2023-01-16T18:00:00;252968.828;297610.386;1;5.565;4.021
2023-01-16T19:00:00;0.000;0.000;1;2.245;5.202
2023-01-16T20:00:00;0.000;0.000;0;1.874;3.220
2023-01-16T21:00:00;0.000;0.000;0;9.235;4.705
2023-01-16T22:00:00;0.000;0.000;0;4.657;5.242
2023-01-16T23:00:00;0.000;0.000;0;5.501;3.654
2023-01-17T00:00:00;0.000;0.000;0;3.246;3.867
2023-01-17T01:00:00;0.000;0.000;0;6.920;6.202
2023-01-17T02:00:00;0.000;0.000;0;4.720;3.079
2023-01-17T03:00:00;0.000;0.000;0;6.935;3.259
2023-01-17T04:00:00;0.000;0.000;0;12.363;4.156
2023-01-17T05:00:00;0.000;0.000;0;11.760;3.146
2023-01-17T06:00:00;0.000;0.000;0;12.750;2.286
2023-01-17T07:00:00;313066.688;368313.751;1;11.981;5.185
2023-01-17T08:00:00;662462.515;779367.664;1;11.234;2.475
2023-01-17T09:00:00;1140676.871;1341972.790;1;10.937;5.102
2023-01-17T10:00:00;1516858.103;1784538.945;1;15.752;12.033
2023-01-17T11:00:00;1587463.083;1867603.627;1;16.165;6.605
2023-01-17T12:00:00;1956282.569;2301508.904;1;16.421;7.327
2023-01-17T13:00:00;998317.170;1174490.788;1;13.411;3.196
2023-01-17T14:00:00;935068.548;1100080.645;1;12.756;3.693
2023-01-17T15:00:00;1263453.075;1486415.382;1;10.933;1.905
2023-01-17T16:00:00;757212.159;890837.834;1;11.517;5.542
2023-01-17T17:00:00;728441.701;856990.237;1;8.385;5.179
2023-01-17T18:00:00;421494.520;495875.906;1;3.904;2.074
2023-01-17T19:00:00;0.000;0.000;1;3.437;2.801
2023-01-17T20:00:00;0.000;0.000;0;6.328;4.058
2023-01-17T21:00:00;0.000;0.000;0;6.238;6.627
2023-01-17T22:00:00;0.000;0.000;0;2.371;3.864
2023-01-17T23:00:00;0.000;0.000;0;4.803;2.819
2023-01-18T00:00:00;0.000;0.000;0;8.471;3.860
2023-01-18T01:00:00;0.000;0.000;0;5.240;8.394
2023-01-18T02:00:00;0.000;0.000;0;7.302;5.944
2023-01-18T03:00:00;0.000;0.000;0;7.838;1.743
2023-01-18T04:00:00;0.000;0.000;0;12.779;1.589
2023-01-18T05:00:00;0.000;0.000;0;14.890;5.725
2023-01-18T06:00:00;0.000;0.000;0;15.994;5.887
2023-01-18T07:00:00;261231.774;307331.499;1;10.122;4.133
2023-01-18T08:00:00;598113.518;703662.963;1;11.533;3.929
2023-01-18T09:00:00;988174.590;1162558.342;1;17.828;3.242
